from,to,associado
20548007,32267624,1
20548007,43011102,1
20548007,22424442,1
20548007,38651268,1
20548007,40695263,1
20548007,32203973,1
45018622,49007882,1
07810527,11159109,1
07810527,09528663,1
37466456,47666291,1
37466456,45861983,1
37466456,55443749,1
37466456,54137324,1
37466456,53913111,1
37466456,55734874,1
33262190,58105098,1
33262190,42282730,1
06164013,57122594,1
06164013,57350474,1
06164013,09627328,1
06164013,17285246,1
43131212,56346714,1
43131212,44646757,1
39907822,57157601,1
39907822,42365622,1
39907822,83650374,1
39907822,48328555,1
39907822,42430618,1
39907822,55059900,1
39907822,46719213,1
39907822,44296529,1
39907822,46167663,1
39907822,49404135,1
39907822,46719330,1
39907822,54965803,1
18665213,47799899,1
18665213,23501297,1
18665213,33612205,1
18665213,39647543,1
18665213,33596603,1
12146034,48222642,1
12146034,21812198,1
12146034,27511505,1
12146034,15216051,1
12146034,29711707,1
12146034,19164024,1
12146034,31173964,1
12077482,20444075,1
12077482,37971431,1
33612205,50296978,1
33612205,43347791,1
05038542,10244952,1
05038542,57752984,1
05038542,22929707,1
32924842,47459363,1
26704555,51182934,1
22327998,50294570,1
22327998,48641053,1
22327998,53713512,1
22327998,42345486,1
22327998,57260815,1
22327998,55154690,1
31041193,36386923,1
45984694,46897094,1
45984694,52722554,1
34128570,55196070,1
34128570,53755695,1
19600440,21171923,1
19600440,57951448,1
19600440,55773754,1
19600440,83209072,1
49460205,54898985,1
49460205,57595213,1
43347791,50296978,1
51784670,57719959,1
51784670,53271619,1
51784670,56281977,1
83207902,83342162,1
52953998,57540564,1
55020034,86126653,1
52243975,53181438,1
30168673,40130287,1
30168673,55946671,1
30168673,39548829,1
13580079,83383638,1
13580079,37797902,1
13580079,33872676,1
13580079,15011981,1
13580079,45085822,1
28345039,36756459,1
28345039,33416812,1
08240622,36915933,1
08240622,43455347,1
35440665,55900198,1
35440665,41931566,1
35440665,51480797,1
21526029,49335807,1
21526029,43323685,1
09203053,45270332,1
09203053,12745604,1
09203053,63873012,1
09203053,46236636,1
09203053,42113124,1
09203053,40604428,1
09203053,44644852,1
09203053,84260843,1
47490823,63887202,1
47490823,52364224,1
09282222,14401775,1
09282222,27482326,1
09282222,46425851,1
09282222,20010590,1
09282222,42362820,1
09282222,36175231,1
09282222,30897936,1
09282222,10942627,1
09282222,17750713,1
21399950,26050345,1
21399950,22646126,1
21399950,28137761,1
21399950,43712622,1
21399950,28839535,1
02072400,32903815,1
04898698,53090342,1
04898698,53028468,1
04898698,54370033,1
02729304,04978201,1
02729304,24090419,1
02729304,56973785,1
02729304,54149287,1
02729304,83577494,1
02729304,56901344,1
22947144,30848070,1
04978201,56973785,1
04978201,56901344,1
04978201,37497562,1
04978201,14334634,1
04978201,24090419,1
04978201,18124153,1
04978201,54149287,1
04978201,83577494,1
04978201,32795299,1
03374268,04933982,1
03374268,45746520,1
03374268,39343054,1
03374268,49475654,1
26805909,37082268,1
26805909,84154608,1
26805909,42793884,1
26805909,42621451,1
42411612,46734773,1
34192343,53610428,1
34192343,55597833,1
34192343,54828778,1
34192343,51666647,1
34192343,57435663,1
34192343,58356738,1
34192343,57859703,1
39640595,57446082,1
46268382,50560053,1
46268382,48905225,1
46268382,50473993,1
11158828,14373109,1
11158828,44246433,1
11158828,37567308,1
11158828,39701877,1
11158828,16455522,1
11158828,14484483,1
11158828,12703882,1
11158828,19532039,1
11158828,13313677,1
11158828,16845198,1
11158828,14625319,1
11158828,16499871,1
11158828,46084556,1
11158828,36357201,1
11158828,12703958,1
11158828,11188852,1
11158828,27015623,1
11158828,14376007,1
11158828,14603843,1
11158828,11339572,1
11158828,12497824,1
11158828,50841256,1
11158828,46268382,1
11158828,16455543,1
15340397,35547749,1
27444079,53049754,1
27444079,38145465,1
27444079,45383755,1
27444079,51649951,1
27444079,35516935,1
27491793,38628049,1
27491793,34661223,1
27491793,49620575,1
27491793,27491827,1
34612325,83214148,1
44618737,54574337,1
28399610,57271936,1
28399610,52904599,1
28399610,54337634,1
28399610,37894564,1
28399610,55838925,1
28399610,57412589,1
28399610,48534725,1
28399610,57256870,1
28399610,54619214,1
28399610,36253093,1
28399610,42165186,1
28399610,51576885,1
28399610,57447230,1
28399610,57901144,1
28399610,57274451,1
28399610,48528560,1
28399610,55335287,1
20990397,22380291,1
20990397,53208704,1
20990397,44951938,1
20990397,46020659,1
20990397,20990430,1
20990397,63820492,1
20990397,83859231,1
20990397,52203046,1
03374268,33277835,1
03374268,47909493,1
03374268,26821997,1
19190380,45984694,1
19190380,46897094,1
19190380,52722554,1
12429651,31205691,1
12429651,16515254,1
12429651,40695263,1
12429651,20548007,1
12429651,20474705,1
12429651,21051472,1
12429651,58246272,1
12429651,38651268,1
12429651,32203973,1
12429651,43011102,1
12429651,54229231,1
12429651,15465846,1
12429651,57363999,1
12429651,22993378,1
57211830,83368993,1
48468765,54778102,1
48468765,83352807,1
48468765,49582386,1
46719213,46719330,1
07910811,52610053,1
07910811,20226275,1
07910811,12100025,1
07910811,57688154,1
07910811,45945702,1
07910811,83325381,1
07910811,46881535,1
07910811,52938394,1
07910811,55127081,1
07910811,44992655,1
07910811,46325572,1
07910811,24701795,1
07910811,33820664,1
07910811,42507899,1
07910811,45936724,1
07910811,53571951,1
07910811,24947034,1
07910811,45942603,1
07910811,45936725,1
07910811,20344098,1
07910811,22942965,1
07910811,50965558,1
07910811,43608949,1
54790193,57726453,1
08739301,55682395,1
08739301,54888684,1
08739301,10345883,1
08739301,20552960,1
20318219,46182869,1
20318219,22929707,1
20318219,44125923,1
20318219,22613198,1
20318219,54602056,1
22711023,37567308,1
22711023,46268382,1
22711023,44246433,1
22711023,46084556,1
22711023,54681456,1
22711023,39701877,1
22711023,36357201,1
10453809,32074588,1
10453809,32061497,1
10453809,37022648,1
10453809,21286441,1
10453809,32787548,1
10453809,13389856,1
40364475,40851668,1
05024583,18548319,1
05024583,57169353,1
05024583,56915709,1
05024583,08904510,1
05024583,50124913,1
05024583,19954308,1
05024583,57547749,1
05024583,07031623,1
05024583,46423577,1
05024583,31783432,1
22860105,83888164,1
11344254,46527197,1
11344254,36904570,1
11344254,57167357,1
11344254,83319640,1
11344254,18708608,1
11344254,39497472,1
11344254,83919381,1
57363999,58246272,1
35848562,51480797,1
35848562,44774200,1
35848562,55178104,1
35848562,48145943,1
33560445,39634561,1
33560445,48256560,1
33560445,43922374,1
15752934,29967625,1
15752934,50086253,1
15752934,26773334,1
15752934,34847855,1
15752934,17185268,1
15752934,43406576,1
21171923,83836155,1
21171923,48638604,1
21171923,37372893,1
21171923,49925126,1
38006053,49079313,1
46268382,54681456,1
09163060,48865977,1
27114189,42282730,1
27114189,35710975,1
33744433,35521714,1
11438135,57372381,1
11438135,15006343,1
11438135,15652417,1
11438135,18983720,1
11438135,16739367,1
06105070,26666570,1
06105070,83342162,1
06105070,51354213,1
06105070,20335130,1
06105070,41034185,1
06105070,06175536,1
06105070,17126371,1
06105070,28809856,1
06105070,28298039,1
06105070,34612325,1
41507783,57043963,1
04900684,04986493,1
04900684,04986485,1
04900684,41749943,1
00687730,40364475,1
00687730,40196036,1
00687730,21403781,1
00687730,16849811,1
00687730,40851668,1
15087218,46515622,1
04513417,44618737,1
13505538,44962086,1
13505538,39684938,1
13505538,56925048,1
13505538,51046785,1
13505538,84137991,1
09101211,24648824,1
07090782,23319181,1
07090782,17458616,1
07090782,34733870,1
07090782,27722405,1
07863507,83346940,1
07863507,28695170,1
42621451,42793884,1
42621451,46286669,1
42621451,84154608,1
42621451,45245872,1
30561198,37029327,1
14055768,17329935,1
14055768,30680195,1
14055768,53121520,1
14055768,26892234,1
14055768,50446091,1
14055768,57711501,1
09396095,10771275,1
09396095,40160490,1
09396095,34919721,1
09396095,17489587,1
09396095,11832551,1
09396095,30532710,1
09396095,18352188,1
09396095,14402035,1
09396095,55705246,1
04907176,04972915,1
04907176,46453950,1
03898841,58185613,1
00689953,26634582,1
00689953,04936852,1
00689953,02644085,1
00689953,83347427,1
00689953,45794655,1
55074806,55088212,1
04896379,29967625,1
04896379,15752934,1
04896379,50086253,1
04896379,26773334,1
04896379,12620846,1
04896379,34847855,1
04896379,09320398,1
04896379,05416839,1
04896379,17185268,1
04896379,15280902,1
04896379,43406576,1
04896379,11654469,1
04896379,05321252,1
04896379,05551841,1
03945054,21051472,1
03945054,54229231,1
03945054,20548007,1
03945054,57363999,1
03945054,15465846,1
03945054,31205691,1
03945054,12089293,1
03945054,11300826,1
03945054,58246272,1
03945054,53160102,1
03945054,20474705,1
03945054,28118627,1
03945054,32267624,1
03945054,16515254,1
03945054,22993378,1
03945054,29320798,1
03945054,43011102,1
03945054,22424442,1
03945054,12429651,1
03945054,38651268,1
03945054,40695263,1
03945054,32203973,1
46633075,46883917,1
46633075,48303623,1
46633075,47262312,1
46633075,47840357,1
22960942,57122594,1
22960942,57350474,1
41981831,42932312,1
41981831,51072301,1
41981831,50793030,1
41981831,42048940,1
41981831,50288425,1
41981831,55991912,1
42636574,54933735,1
42636574,55062134,1
01941995,40919178,1
01941995,51218898,1
01941995,09268385,1
01941995,19943304,1
11402883,44463761,1
11402883,56964544,1
11402883,58199211,1
11402883,55537919,1
11402883,44639331,1
11402883,44075904,1
11402883,55600414,1
11402883,52966267,1
11402883,21602323,1
28098088,50180210,1
28098088,52228257,1
28098088,52724925,1
28098088,83584920,1
07012285,10274836,1
07012285,10452277,1
07012285,44609158,1
07012285,14893907,1
07012285,13603497,1
37657858,50735105,1
37657858,52628936,1
37657858,50190985,1
37657858,37700829,1
57589252,63883672,1
07019806,10361337,1
07019806,48600293,1
07019806,42480597,1
07019806,44456724,1
07019806,41755716,1
06980426,83838839,1
06980426,17872860,1
06980426,50266478,1
06980426,08762127,1
06980426,12963640,1
06980426,27854205,1
53620896,53620897,1
53620896,58447768,1
53620896,53874270,1
53620896,55207387,1
53620896,55273088,1
53620896,54782375,1
53620896,56090606,1
53620896,54545658,1
53620896,53874267,1
37567308,52521807,1
37567308,50560053,1
37567308,48905225,1
37567308,50473993,1
37567308,48905309,1
19414832,31646791,1
19414832,29188492,1
19414832,23858415,1
46519597,56009776,1
46519597,58341070,1
57035228,57435663,1
57035228,57859703,1
57750106,83297515,1
49404135,57157601,1
06153285,33850897,1
06153285,44470034,1
06153285,07887094,1
06153285,57901736,1
06153285,09058202,1
06153285,54007941,1
06153285,42084429,1
06153285,29144248,1
06153285,54012325,1
16455522,39701877,1
16455522,19532039,1
16455522,16845198,1
16455522,36357201,1
16455522,27015623,1
16455522,50841256,1
16455522,16455543,1
44246433,54048782,1
45718999,83922005,1
45718999,45981155,1
53610428,55597833,1
53610428,54828778,1
53610428,57435663,1
53610428,58356738,1
53610428,57859703,1
17621820,32007827,1
17621820,53014913,1
17621820,45322017,1
17621820,56660430,1
17621820,54885487,1
17621820,53722842,1
50383902,84189950,1
50383902,55033552,1
04362475,36715003,1
04362475,57750106,1
04250280,42308659,1
04250280,23006602,1
04250280,10891580,1
07939729,52882279,1
07939729,36472393,1
07939729,83352807,1
07939729,52951606,1
07939729,54500090,1
43275147,48546635,1
43275147,83367466,1
17266557,26050345,1
17266557,22646126,1
17266557,21338309,1
17266557,21399950,1
17266557,28137761,1
17266557,18516869,1
17266557,43712622,1
17266557,17327944,1
17266557,28839535,1
57157601,83650374,1
21812198,48222642,1
21812198,27511505,1
21812198,29711707,1
21812198,31173964,1
44951938,53208704,1
44951938,46020659,1
44951938,63820492,1
44951938,83859231,1
44951938,52203046,1
36472393,52882279,1
36472393,83352807,1
36472393,52951606,1
36472393,54500090,1
45270332,63873012,1
45270332,46236636,1
45270332,84260843,1
14727334,50231311,1
14727334,63807010,1
14727334,26774151,1
14727334,57832184,1
14727334,48089475,1
14727334,36756496,1
14727334,37088883,1
14727334,51768121,1
14727334,63804116,1
14727334,83580423,1
14727334,26605604,1
14727334,83733212,1
14727334,52805783,1
51621954,52350217,1
51621954,53304488,1
54414413,97519130,1
54414413,58368647,1
21783481,22326952,1
34684399,49944478,1
48661347,48667370,1
48661347,57859208,1
48661347,48661389,1
48661347,52082507,1
13313677,39701877,1
13313677,52521807,1
13313677,14373109,1
13313677,44246433,1
13313677,46268382,1
13313677,16455522,1
13313677,14625319,1
13313677,16499871,1
13313677,36357201,1
13313677,14376007,1
13313677,14603843,1
13313677,37567308,1
13313677,46084556,1
13313677,18104871,1
13313677,54048782,1
13313677,14484483,1
13313677,22928991,1
10990854,45636574,1
10990854,83650606,1
10990854,34857185,1
10990854,37315565,1
10990854,41296776,1
10990854,19021119,1
29139267,63801575,1
29139267,51212032,1
09303787,37567308,1
09303787,18104871,1
09303787,22711023,1
09303787,46268382,1
09303787,14484483,1
09303787,14603843,1
09303787,13313677,1
09303787,10243905,1
09303787,12703882,1
09303787,12703958,1
09303787,16499871,1
09303787,44246433,1
09303787,09423857,1
09303787,11339572,1
09303787,10759158,1
09303787,46084556,1
09303787,12497824,1
09303787,16455522,1
09303787,11188852,1
09303787,11158828,1
09303787,54681456,1
09303787,14373109,1
09303787,39701877,1
09303787,36357201,1
04468348,63875165,1
04468348,26751767,1
04468348,10510596,1
04468348,21852592,1
04468348,17376894,1
04468348,04940478,1
04468348,04945692,1
04468348,10443098,1
56925048,58415768,1
08186498,84058981,1
08186498,08187836,1
08186498,19703108,1
08186498,08725744,1
08186498,37998675,1
08186498,42042106,1
08186498,12436847,1
22426242,63851000,1
29263806,48622839,1
08725744,12436847,1
08725744,37998675,1
08725744,30668020,1
03444010,13141538,1
03444010,10313085,1
29751618,39786136,1
29751618,37696690,1
29751618,55572124,1
20547974,29982883,1
20547974,34808701,1
20547974,23528778,1
20547974,48661347,1
20547974,28226844,1
20547974,47538064,1
20547974,23925091,1
20547974,29329280,1
20547974,29329396,1
20547974,47858418,1
20547974,48667370,1
20547974,57859208,1
20547974,48661389,1
20547974,24902119,1
20547974,52082507,1
20547974,37014309,1
20547974,48661339,1
33508320,52009675,1
33508320,46198824,1
04912788,04927695,1
04912788,45225921,1
04912788,22703640,1
04912788,49339816,1
55624004,57426015,1
43335260,54609071,1
45883575,49404135,1
45883575,57157601,1
31596625,34922634,1
31596625,51671142,1
31596625,34101173,1
05574132,34906263,1
34834598,50121556,1
34114178,41491324,1
34114178,55568217,1
56901344,83577494,1
56901344,57054467,1
17794978,53999238,1
17794978,50652832,1
10759158,14373109,1
10759158,14603843,1
10759158,12703882,1
10759158,46268382,1
10759158,14625319,1
10759158,14484483,1
10759158,11158828,1
10759158,16455522,1
10759158,12497824,1
10759158,16499871,1
10759158,14376007,1
10759158,39701877,1
10759158,36357201,1
10759158,37567308,1
04893996,50507356,1
04893996,05339288,1
04893996,07260921,1
32805191,38460522,1
05005533,28681208,1
05005533,49419600,1
04708210,46556522,1
40184742,58341070,1
14128175,14913641,1
14128175,44165332,1
14128175,50687033,1
14128175,47371485,1
14128175,37097695,1
29852798,54337634,1
10849832,35304059,1
10849832,47610923,1
10849832,41449903,1
10849832,51098407,1
09268761,49084736,1
09268761,31055224,1
17086225,32984883,1
17086225,20237030,1
17086225,30592548,1
18819000,31365986,1
38263933,54352353,1
38263933,49976150,1
38263933,83311464,1
38263933,58312931,1
38263933,54049487,1
20663960,32308609,1
20663960,30107701,1
20663960,30108825,1
20663960,30129747,1
20663960,30108077,1
14913641,44165332,1
14913641,50687033,1
14913641,47371485,1
14913641,37097695,1
83319640,83919381,1
54885487,55775552,1
54885487,56660430,1
14860686,21316388,1
07393337,24092424,1
07393337,22965051,1
07393337,17027710,1
07393337,14018809,1
34661223,38628049,1
34661223,49620575,1
27854205,47028454,1
27854205,56919782,1
19568145,48520164,1
19568145,21623664,1
19568145,56607226,1
19568145,32783115,1
19568145,54082777,1
19568145,37527386,1
19568145,39849493,1
19568145,42493984,1
07008973,20725561,1
26634582,53043724,1
10899584,27935968,1
10899584,55534246,1
10899584,52228257,1
04572038,07161493,1
04572038,53276456,1
04572038,43842338,1
04572038,44734215,1
04572038,25054717,1
12429651,29320798,1
17180581,32928172,1
17180581,84154442,1
30797118,37894564,1
30797118,47214336,1
30797118,49275814,1
30797118,54619214,1
53722842,54332505,1
53722842,56660430,1
53722842,54885487,1
53722842,55775552,1
26634582,83347427,1
26634582,45794655,1
35726153,83318022,1
34857185,45636574,1
34857185,83650606,1
34857185,37315565,1
34857185,41296776,1
09588423,43577143,1
09588423,40117474,1
09588423,22983316,1
40169079,43996791,1
40169079,45151564,1
40169079,54007508,1
32137431,43335260,1
32137431,54609071,1
32137431,35868114,1
32137431,35674433,1
02799416,43163459,1
02799416,04868040,1
02799416,43762317,1
02799416,21490094,1
11171191,27283131,1
11171191,47074615,1
11171191,28802660,1
11171191,18596380,1
11171191,31263248,1
11171191,57871692,1
11171191,49706701,1
11171191,42155025,1
24239365,39364694,1
24239365,40777482,1
24239365,34920843,1
24239365,49747088,1
03516881,22796979,1
03516881,48057294,1
03516881,26634582,1
03516881,10697375,1
04993390,33917788,1
04993390,14564858,1
04993390,20990397,1
04993390,20990430,1
04993390,14145403,1
04993390,57222755,1
04993390,12918898,1
04993390,31364863,1
04993390,63820492,1
04993390,15648147,1
04993390,05149879,1
25232025,42365622,1
25232025,57387226,1
25232025,27462525,1
25232025,42430618,1
25232025,48472865,1
25232025,25292639,1
25232025,54965803,1
27491714,38628049,1
27491714,27491793,1
27491714,34661223,1
27491714,49620575,1
27491714,27491827,1
13006347,57412589,1
11358828,44316688,1
11358828,11832551,1
11358828,28575953,1
06037193,42165186,1
06037193,57888682,1
06037193,06957217,1
06037193,28941775,1
06037193,19698084,1
43291259,55037698,1
43291259,44609947,1
43291259,45807994,1
43291259,46005113,1
43291259,52191322,1
08401854,56389239,1
08401854,97541765,1
07481452,15249867,1
07481452,25150035,1
07481452,15671192,1
07481452,41463606,1
07481452,10404940,1
28681268,43182281,1
28681268,46633075,1
28681268,45096265,1
28681268,46883917,1
28681268,48303623,1
28681268,40195862,1
28681268,45429712,1
28681268,47262312,1
28681268,30188335,1
28681268,29247839,1
28681268,47840357,1
28681268,43233967,1
01055729,63873012,1
01055729,36638478,1
01055729,13505704,1
01055729,54779266,1
01055729,58421459,1
01055729,54168712,1
01055729,51583724,1
01055729,57486261,1
09447754,18316790,1
09447754,18249506,1
09447754,55391330,1
09447754,31157457,1
09447754,83874859,1
04730412,08068245,1
04730412,11050213,1
04730412,05905647,1
32190397,54662724,1
49995070,52953919,1
49995070,83310177,1
47768563,53271619,1
47768563,57719959,1
47768563,51784670,1
47768563,58421459,1
47768563,48780328,1
47768563,54898502,1
47768563,54758331,1
10898350,10942018,1
09058202,33850897,1
09058202,44470034,1
09058202,57901736,1
09058202,54007941,1
09058202,42084429,1
09058202,29144248,1
09058202,54012325,1
01831006,22929707,1
01831006,44125923,1
04887055,27126551,1
04887055,22710690,1
54545658,55273088,1
54545658,56090606,1
54545658,55207387,1
54545658,58447768,1
54545658,54782375,1
28530084,44592083,1
28530084,57372381,1
50473993,54545658,1
50473993,51357212,1
50473993,53874270,1
50473993,50560053,1
50473993,53620896,1
50473993,55273088,1
50473993,56090606,1
50473993,55207387,1
50473993,58447768,1
50473993,54782375,1
50473993,53874267,1
50473993,53620897,1
53688481,57585889,1
53688481,57585885,1
53688481,57585886,1
53688481,57586681,1
53688481,57859208,1
53688481,57586823,1
53688481,57586012,1
19414832,48287224,1
41365205,83308593,1
41365205,51507395,1
51072301,55991912,1
63807010,83580423,1
63807010,83733212,1
40392132,40651924,1
40392132,42056628,1
40392132,42413145,1
57122594,57350474,1
46084556,48905309,1
46084556,54545658,1
46084556,50473993,1
46084556,51357212,1
46084556,53874270,1
46084556,50560053,1
46084556,53620896,1
46084556,55273088,1
46084556,48905225,1
46084556,56090606,1
46084556,55207387,1
46084556,58447768,1
46084556,54782375,1
46084556,53874267,1
46084556,53620897,1
03656447,22365949,1
41713084,52508294,1
41713084,51646160,1
46992361,55655333,1
13850655,17946404,1
13850655,53634498,1
02028485,03547690,1
02028485,04993390,1
02028485,51567127,1
02028485,63820492,1
02028485,20990430,1
02028485,12918898,1
02028485,43598601,1
02028485,52203046,1
02028485,24834742,1
02028485,14145403,1
02028485,15648147,1
02028485,33917788,1
02028485,38028570,1
02028485,20990397,1
02028485,05149879,1
02028485,14564858,1
02028485,63807010,1
02028485,50564262,1
38399727,44949723,1
30821804,30821818,1
30821804,42034608,1
30821804,52192449,1
30821804,45344812,1
04551677,10764491,1
51299309,52111632,1
15216051,32203164,1
15216051,19164024,1
15216051,44139918,1
15216051,29711707,1
15216051,31173964,1
15216051,48222642,1
15216051,21812198,1
15216051,27511505,1
07382188,44101099,1
07382188,39836313,1
07382188,48340963,1
05944959,12146034,1
05944959,48222642,1
05944959,21812198,1
05944959,27511505,1
05944959,15216051,1
05944959,29711707,1
05944959,19164024,1
05944959,31173964,1
45125013,51098407,1
17428279,33508320,1
17428279,52009675,1
17428279,46198824,1
17428279,19206232,1
13481344,54109803,1
13481344,50700607,1
13481344,52924532,1
13481344,54653109,1
13481344,32708054,1
48661389,53688481,1
48661389,57585889,1
48661389,57585885,1
48661389,57585886,1
48661389,57586681,1
48661389,57859208,1
48661389,52082507,1
48661389,48667370,1
48661389,57586823,1
48661389,57586012,1
53999238,56212443,1
20208108,37259225,1
20208108,51861676,1
28932396,35656907,1
28932396,46532733,1
28932396,50349654,1
28932396,49827342,1
28932396,45942415,1
15323397,55416678,1
15323397,41409445,1
15323397,58312803,1
15323397,37980824,1
11140735,57271936,1
11140735,28399610,1
11140735,25257333,1
11140735,52904599,1
11140735,54337634,1
11140735,37894564,1
11140735,55838925,1
11140735,57412589,1
11140735,19667707,1
11140735,48534725,1
11140735,28592039,1
11140735,13006347,1
11140735,15522348,1
11140735,57256870,1
11140735,54619214,1
11140735,30797118,1
11140735,36253093,1
11140735,42165186,1
11140735,51576885,1
11140735,57447230,1
11140735,57901144,1
11140735,57274451,1
11140735,48528560,1
11140735,55335287,1
30776537,44660813,1
30776537,53962062,1
39491373,57951217,1
39491373,47376279,1
39491373,42042237,1
39491373,83776310,1
32061497,32074588,1
32061497,37022648,1
32061497,32787548,1
56954617,83347427,1
13542805,25386433,1
22427083,39904597,1
22427083,38493454,1
22427083,26209413,1
22427083,30883226,1
20012838,46131099,1
05604356,17329935,1
05604356,30680195,1
05604356,14055768,1
05604356,53121520,1
05604356,26892234,1
05604356,50446091,1
05604356,57711501,1
07982667,22414625,1
07982667,63851000,1
07982667,29576393,1
05726120,11353934,1
05726120,10293999,1
05726120,52722554,1
16821155,57211830,1
46020659,53208704,1
46020659,63820492,1
46020659,83859231,1
46020659,52203046,1
11248496,55062107,1
11248496,32547311,1
11248496,12094545,1
03597636,43543406,1
03597636,04748231,1
03597636,13898557,1
46734773,51870722,1
07161493,53276456,1
07161493,43842338,1
07161493,44734215,1
07161493,25054717,1
09110955,14373109,1
09110955,44246433,1
09110955,10760586,1
09110955,37567308,1
09110955,39701877,1
09110955,11158828,1
09110955,16455522,1
09110955,14484483,1
09110955,09687570,1
09110955,12703882,1
09110955,19532039,1
09110955,13313677,1
09110955,16845198,1
09110955,14625319,1
09110955,10243905,1
09110955,16499871,1
09110955,09589716,1
09110955,46084556,1
09110955,11058976,1
09110955,09303787,1
09110955,36357201,1
09110955,12703958,1
09110955,11188852,1
09110955,27015623,1
09110955,14376007,1
09110955,14603843,1
09110955,11339572,1
09110955,12497824,1
09110955,09423857,1
09110955,10759158,1
09110955,50841256,1
09110955,46268382,1
09110955,16455543,1
02148655,17192091,1
02148655,03760601,1
02148655,20637538,1
56973785,83577494,1
26634582,30047480,1
11234395,55020034,1
11234395,50555792,1
11234395,86126653,1
46268382,54048782,1
13540164,50231311,1
13540164,14727334,1
13540164,63807010,1
13540164,26774151,1
13540164,57832184,1
13540164,48089475,1
13540164,36756496,1
13540164,37088883,1
13540164,51768121,1
13540164,63804116,1
13540164,13697835,1
13540164,83580423,1
13540164,26605604,1
13540164,83733212,1
13540164,52805783,1
30090866,34309741,1
30090866,34859124,1
30108825,50762504,1
30108825,30129747,1
29247839,45096265,1
29247839,45429712,1
29247839,46883917,1
29247839,30188335,1
29247839,47840357,1
29247839,48143438,1
02729304,55267026,1
02729304,36914145,1
02729304,09187569,1
02729304,03058698,1
26774151,50231311,1
26774151,63807010,1
26774151,57832184,1
26774151,48089475,1
26774151,36756496,1
26774151,37088883,1
26774151,51768121,1
26774151,63804116,1
26774151,83580423,1
26774151,83733212,1
26774151,52805783,1
42365622,57157601,1
42365622,83650374,1
42365622,48328555,1
42365622,55059900,1
42365622,46719213,1
42365622,44296529,1
42365622,46167663,1
42365622,49404135,1
42365622,46719330,1
13441262,55335287,1
13441262,57447230,1
13441262,52904599,1
13441262,51576885,1
13441262,54337634,1
13441262,57901144,1
13441262,15522348,1
13441262,57271936,1
13441262,48514425,1
13441262,37894564,1
13441262,42165186,1
13441262,19667707,1
13441262,48534725,1
13441262,57412589,1
13441262,44623180,1
13441262,57256870,1
13441262,55838925,1
15887193,35517834,1
18516869,51480797,1
18516869,35848562,1
18516869,25257333,1
18516869,32708852,1
18516869,44774200,1
18516869,55178104,1
18516869,35440665,1
18516869,48145943,1
56070207,83673434,1
56070207,83898387,1
55719309,57080615,1
55719309,57155797,1
55719309,56964544,1
55719309,56196880,1
55719309,56197324,1
55719309,57354388,1
55719309,56197605,1
55719309,57505264,1
35140119,57348829,1
35140119,56187505,1
40283599,42528665,1
42268743,48865977,1
00768793,46992361,1
00768793,05402904,1
00768793,35932606,1
00768793,22924203,1
00768793,14721070,1
00768793,49493875,1
11411491,48440251,1
11411491,24208252,1
11411491,53722842,1
11411491,50668156,1
11411491,54619214,1
11411491,54332505,1
11411491,83367219,1
11411491,47214336,1
11411491,54885487,1
18123389,23322870,1
18123389,55569173,1
18123389,30944772,1
18123389,42456738,1
18123389,51496129,1
18123389,48722769,1
18123389,24197682,1
18123389,20782464,1
18123389,29118884,1
18123389,48057302,1
18123389,57288974,1
18123389,57843588,1
09268761,16991990,1
09268761,12956302,1
31671814,43335260,1
31671814,32137431,1
31671814,54609071,1
31671814,35868114,1
31671814,35674433,1
52904599,55335287,1
52904599,57447230,1
52904599,54337634,1
52904599,57901144,1
52904599,57271936,1
52904599,57412589,1
52904599,57256870,1
52904599,55838925,1
26634582,33102290,1
05783082,54508352,1
05783082,58251827,1
05783082,57458124,1
14401775,27482326,1
14401775,46425851,1
14401775,20010590,1
14401775,42362820,1
14401775,36175231,1
14401775,30897936,1
14401775,17750713,1
10829499,13357662,1
10829499,30168673,1
10829499,40130287,1
10829499,23614691,1
10829499,24504221,1
10829499,55946671,1
10829499,39548829,1
10829499,18009695,1
46321970,57528712,1
57832184,63807010,1
57832184,63804116,1
57832184,83580423,1
57832184,83733212,1
35518033,38478093,1
08838110,43335260,1
08838110,32137431,1
08838110,31671814,1
08838110,54609071,1
08838110,17680127,1
08838110,11339503,1
08838110,14884312,1
08838110,35868114,1
08838110,35674433,1
17062826,24239365,1
17062826,41507783,1
17062826,40777481,1
49820503,52194725,1
49820503,53269040,1
10824588,19954308,1
10824588,30214709,1
10824588,46423577,1
10824588,21665630,1
10824588,34679456,1
10824588,15415504,1
10824588,50150082,1
10824588,18548319,1
30821818,42034608,1
30821818,52192449,1
30821818,45344812,1
07593016,14556222,1
07593016,56660430,1
40130287,55946671,1
57635372,58188878,1
01821104,15257090,1
01821104,17504307,1
01821104,08698617,1
01821104,19834369,1
01821104,04918447,1
11175810,49335807,1
11175810,42207536,1
10452277,44609158,1
10452277,14893907,1
10452277,13603497,1
50708096,57370622,1
50708096,56936038,1
50708096,54850493,1
49084736,49915450,1
46315117,54277533,1
46315117,51023682,1
46315117,47498041,1
46315117,52041941,1
46315117,55590398,1
03784606,31328713,1
03784606,83650606,1
03784606,41309954,1
03784606,05632999,1
04657532,08068245,1
04657532,04730412,1
