from,to,associado
44246433,56054911,1
44246433,53620896,1
44246433,57040497,1
44246433,53693498,1
44246433,52749841,1
44246433,52714865,1
44246433,50568409,1
44246433,49005255,1
44246433,53620897,1
44246433,55044297,1
44246433,52710594,1
44246433,49005717,1
16499871,22711023,1
16499871,54681456,1
05278613,26634582,1
05278613,12049758,1
05278613,06164703,1
05278613,30047480,1
20637353,23893455,1
20637353,33281406,1
20637353,57496254,1
16499871,19532039,1
16499871,16845198,1
16499871,27015623,1
16499871,50841256,1
19646935,48541645,1
19646935,42282295,1
19646935,49755049,1
19646935,46563024,1
19646935,23427281,1
48472865,57387226,1
48472865,54965803,1
10249951,38342928,1
10249951,29435338,1
10249951,19256258,1
10249951,49883924,1
10249951,35657820,1
10249951,36875084,1
54412717,54496726,1
54412717,56348798,1
44322244,48308237,1
44322244,47141710,1
20450398,40684848,1
47628709,50024923,1
47628709,53324172,1
18817255,26316361,1
18817255,42456738,1
18817255,38560895,1
45180493,57589252,1
27115662,42754199,1
27115662,51416028,1
27115662,32436480,1
19291374,19351607,1
33596603,55413071,1
39907822,41719884,1
11576375,57654136,1
11576375,26526339,1
30214709,84189950,1
30214709,46423577,1
30214709,34679456,1
30214709,50150082,1
05827023,38137834,1
05827023,19493009,1
05827023,30789357,1
05827023,54337760,1
05827023,22337116,1
17359676,18548319,1
17359676,84189950,1
17359676,50150082,1
17359676,31783432,1
17359676,46423577,1
17359676,50124913,1
17359676,45457749,1
17359676,53712175,1
17359676,32245462,1
17359676,19954308,1
42207536,49335807,1
33612205,35764850,1
51122634,56925048,1
51122634,51746842,1
51107899,52242672,1
02071117,34141749,1
19240135,30381491,1
19240135,41824317,1
19240135,49335807,1
08528519,29982883,1
08528519,34808701,1
08528519,23528778,1
08528519,48661347,1
08528519,20547974,1
08528519,11585897,1
08528519,14082648,1
08528519,28226844,1
08528519,15741754,1
08528519,47538064,1
08528519,23925091,1
08528519,17094854,1
08528519,29329280,1
08528519,19614800,1
08528519,29329396,1
08528519,47858418,1
08528519,48667370,1
08528519,12214951,1
08528519,57859208,1
08528519,48661389,1
08528519,19266161,1
08528519,24902119,1
08528519,52082507,1
08528519,37014309,1
08528519,48661339,1
19792959,23983251,1
19792959,40195862,1
19792959,47262312,1
19792959,43182281,1
19792959,48303623,1
19792959,25316468,1
19792959,39814966,1
19792959,43233967,1
19792959,54931730,1
19792959,34591310,1
42161875,58016255,1
27960528,52833680,1
27960528,83367771,1
27960528,34817320,1
27960528,46626596,1
27960528,83303776,1
41205074,46610289,1
46962390,84152784,1
46962390,54363300,1
06208500,23936082,1
06208500,15821368,1
06208500,18260926,1
06208500,57080615,1
04065545,45914646,1
04065545,47283831,1
04065545,09072358,1
04065545,13652047,1
04065545,06037193,1
04065545,17333156,1
47141710,48308237,1
45767059,54790193,1
45767059,57726453,1
45767059,53209188,1
45767059,45934751,1
52951606,83352807,1
52951606,54500090,1
09187569,55267026,1
09187569,36914145,1
09187569,83577494,1
09187569,56973785,1
09187569,24090419,1
09187569,54149287,1
09187569,56901344,1
12412157,50644116,1
12412157,14128175,1
12412157,52451608,1
12412157,31255188,1
12412157,15695709,1
32349549,41544575,1
35649285,36860331,1
14334634,56973785,1
14334634,56901344,1
14334634,37497562,1
14334634,24090419,1
14334634,18124153,1
14334634,54149287,1
14334634,83577494,1
14334634,32795299,1
06915272,49046200,1
06915272,44606157,1
01400355,07451673,1
01400355,04417594,1
01400355,18111277,1
01400355,06970410,1
01400355,06970421,1
01400355,58279901,1
01400355,08438379,1
01400355,24585147,1
01400355,43691330,1
01400355,10482140,1
01400355,36566244,1
01400355,06990599,1
01400355,83333237,1
01400355,09071847,1
01400355,22959779,1
01400355,83310292,1
13630029,39665696,1
13630029,17462134,1
40099275,56925048,1
40099275,51009636,1
40099275,40686260,1
40099275,58415768,1
07932841,47390859,1
07932841,45695054,1
07932841,27913379,1
07932841,44280448,1
07932841,40116767,1
07932841,52823954,1
12786523,56389239,1
55797335,57428859,1
55797335,57145151,1
06175536,22306097,1
06175536,10339775,1
06175536,12528293,1
06175536,26498970,1
06175536,08214717,1
56335061,56389239,1
56335061,97541765,1
12100209,43944195,1
12100209,30532710,1
12100209,29219683,1
12100209,28470670,1
12100209,30879890,1
12100209,53138231,1
12100209,55853422,1
12100209,57633381,1
12100209,15042491,1
12100209,29231415,1
12100209,31211327,1
12100209,55705246,1
05665464,51480797,1
05665464,35848562,1
05665464,18516869,1
05665464,25257333,1
05665464,32708852,1
05665464,26050345,1
05665464,44774200,1
05665464,21399950,1
05665464,55178104,1
05665464,35440665,1
05665464,17327944,1
05665464,48145943,1
05665464,12248669,1
09589716,14373109,1
09589716,44246433,1
09589716,10760586,1
09589716,37567308,1
09589716,39701877,1
09589716,11158828,1
09589716,16455522,1
09589716,14484483,1
09589716,09687570,1
09589716,12703882,1
09589716,19532039,1
09589716,13313677,1
09589716,16845198,1
09589716,14625319,1
09589716,10243905,1
09589716,16499871,1
09589716,46084556,1
09589716,11058976,1
09589716,36357201,1
09589716,12703958,1
09589716,27015623,1
09589716,14376007,1
09589716,14603843,1
09589716,11339572,1
09589716,12497824,1
09589716,10759158,1
09589716,50841256,1
09589716,46268382,1
09589716,16455543,1
04996064,12390805,1
33075616,50383902,1
33075616,37480610,1
33075616,36953059,1
33075616,50150082,1
33075616,84189950,1
33075616,46423577,1
33075616,41738095,1
33075616,55033552,1
04443364,29247839,1
04443364,45096265,1
04443364,45429712,1
04443364,46883917,1
04443364,30188335,1
04443364,28681268,1
04443364,47840357,1
04443364,25316468,1
04443364,48143438,1
08438379,36605025,1
09589716,25010370,1
09589716,21816179,1
09589716,39466075,1
09589716,50256091,1
04965341,12132917,1
04965341,29751618,1
04965341,39786136,1
04965341,07489442,1
04965341,10844923,1
04965341,07791787,1
04965341,37696690,1
04965341,55572124,1
04965341,14656125,1
11438135,16631663,1
11438135,28530084,1
11438135,16631741,1
11438135,55127081,1
11438135,28551662,1
14401775,30758490,1
44812807,51762528,1
11339503,43335260,1
11339503,32137431,1
11339503,54609071,1
11339503,35868114,1
11339503,35674433,1
10759158,12703958,1
10759158,16455543,1
10759158,52521807,1
10759158,54048782,1
22703640,45225921,1
22703640,49339816,1
33520093,52869416,1
33520093,46862295,1
33520093,45057377,1
21250517,42161875,1
21250517,58016255,1
07959061,42026335,1
07959061,53327145,1
10538893,21700206,1
10538893,54835851,1
10538893,44175488,1
10538893,13888791,1
10538893,31395178,1
10538893,38050329,1
10538893,25290831,1
05189915,16878140,1
05189915,07932841,1
05189915,06105070,1
05189915,16875649,1
05189915,08679561,1
05189915,12307469,1
05189915,20335130,1
05189915,08658243,1
05189915,47390859,1
05189915,45695054,1
05189915,27913379,1
05189915,83342162,1
05189915,44280448,1
05189915,40116767,1
05189915,52823954,1
25292639,33256711,1
25292639,42365622,1
25292639,54965803,1
25292639,57387226,1
25292639,42430618,1
25292639,25450169,1
26666570,37366665,1
26666570,63830889,1
26666570,48256984,1
26666570,52644030,1
26723769,44403421,1
26723769,55413071,1
26723769,54188662,1
26723769,40702960,1
26723769,38088444,1
26723769,44101086,1
26723769,51567044,1
05303828,22902912,1
05303828,28932396,1
05303828,35656907,1
05303828,05389267,1
05303828,46532733,1
05303828,50349654,1
05303828,49827342,1
05303828,17007450,1
05303828,24242352,1
05303828,45942415,1
30077364,49022989,1
30077364,40281864,1
30077364,37108624,1
11234395,46522493,1
03970826,53310898,1
03970826,26679251,1
03970826,13224246,1
03970826,46147657,1
01834520,30494420,1
01834520,35690146,1
01834520,19068930,1
01834520,09445405,1
01834520,30588807,1
01834520,31134654,1
08668308,12703882,1
08668308,39701877,1
08668308,14603843,1
08668308,12497824,1
08668308,16499871,1
08668308,14484483,1
08668308,16455522,1
08668308,14625319,1
08668308,10759158,1
08668308,09423857,1
08668308,12703958,1
08668308,16455543,1
08668308,14376007,1
08668308,11158828,1
08668308,52521807,1
08668308,54048782,1
08668308,14373109,1
08668308,36357201,1
08668308,37567308,1
08668308,46268382,1
07203769,55317647,1
37913315,47300713,1
32203973,40695263,1
32203973,58246272,1
32203973,38651268,1
32203973,43011102,1
32203973,54229231,1
32203973,57363999,1
25257333,41365205,1
25257333,83308593,1
25257333,51507395,1
25257333,40967006,1
25150035,41463606,1
08838110,22777157,1
08838110,10797263,1
09423857,09589716,1
09423857,12703958,1
09423857,16455543,1
09423857,52521807,1
09423857,54048782,1
11911912,48520164,1
11911912,19568145,1
11911912,21623664,1
11911912,56607226,1
11911912,32783115,1
11911912,54082777,1
11911912,37527386,1
11911912,39849493,1
11911912,42493984,1
07637324,47056541,1
07637324,20663960,1
07637324,21144580,1
07637324,10773426,1
07637324,09243089,1
07637324,17644498,1
26371262,31170049,1
38086505,63851000,1
17214358,24950634,1
24090419,42456738,1
24090419,31339809,1
24090419,55248246,1
24090419,57462001,1
19046130,51364832,1
19046130,23493593,1
19046130,52009675,1
19046130,55410102,1
19046130,33075616,1
19046130,22547519,1
05442439,57262161,1
05442439,24031228,1
05442439,54032852,1
05442439,20686836,1
05442439,63887699,1
05442439,53516343,1
05442439,24585567,1
05442439,26329036,1
29629465,43308259,1
29629465,37894564,1
29629465,36905323,1
29629465,48790338,1
29629465,55838925,1
05339288,50507356,1
05339288,07260921,1
06011816,53520855,1
06011816,22145912,1
06011816,56345917,1
06011816,26714000,1
22247153,27568493,1
22247153,45589185,1
22247153,24957918,1
06970410,36605025,1
06970410,43976615,1
06970410,13755682,1
08668308,25010370,1
08668308,21816179,1
08668308,39466075,1
08668308,50256091,1
55537919,58199211,1
55537919,55600414,1
04551842,26883900,1
04551842,32799115,1
04551842,57874352,1
04551842,04931168,1
10734301,41861992,1
10734301,54529408,1
10734301,34620138,1
34679456,34972321,1
51023682,54277533,1
51023682,52041941,1
51023682,55590398,1
07886277,09447754,1
04423027,13802233,1
16957165,30306224,1
37865491,45208359,1
04936852,26634582,1
04936852,45794655,1
49275814,55590398,1
49273197,83358887,1
03686767,06175536,1
03686767,07932841,1
03686767,48256984,1
03686767,83342162,1
03686767,08604284,1
03686767,20335130,1
03686767,12307469,1
03686767,08658243,1
03686767,03907064,1
03686767,14142921,1
03686767,08679561,1
03686767,28298039,1
03686767,33915999,1
03686767,16878140,1
03686767,16875649,1
03686767,63830889,1
03686767,51354213,1
03686767,06105070,1
03686767,04773604,1
03686767,34612325,1
03686767,26666570,1
04205550,26146336,1
04205550,17746880,1
04205550,45907772,1
04205550,35517311,1
04205550,11307596,1
04205550,28387089,1
04205550,43012876,1
04205550,04488941,1
04205550,08018711,1
04205550,04482508,1
04205550,10464172,1
04205550,57311619,1
04205550,44175488,1
24504221,30168673,1
24504221,40130287,1
24504221,55946671,1
24504221,39548829,1
16365944,50735038,1
16365944,28128547,1
16365944,29180884,1
16365944,25316328,1
51688868,56690298,1
46084556,50841256,1
16499871,56054911,1
16499871,23086489,1
16499871,27838219,1
16499871,38479011,1
16499871,53620896,1
16499871,57040497,1
16499871,53693498,1
16499871,52749841,1
16499871,52714865,1
16499871,50568409,1
16499871,48905309,1
16499871,49005255,1
16499871,53620897,1
16499871,55044297,1
16499871,52710594,1
16499871,49005717,1
10534199,83776310,1
10534199,20637353,1
10534199,12077482,1
10534199,33011124,1
10534199,13065972,1
10534199,27235446,1
10534199,50295356,1
10534199,19138573,1
10534199,52141673,1
10534199,45930578,1
10534199,46632259,1
10534199,21217025,1
10534199,53994812,1
10534199,31353578,1
10534199,22210067,1
10534199,58264935,1
38161993,44812807,1
38161993,51762528,1
24585352,37096754,1
24585352,48308237,1
24585352,44322244,1
24585352,47141710,1
24585352,29315940,1
48555717,56661682,1
48555717,48754339,1
05021725,57157601,1
05021725,23472709,1
05021725,41719884,1
05021725,39907822,1
05021725,27036725,1
05021725,49404135,1
39333408,47459363,1
05703858,51014733,1
05703858,07783091,1
05703858,19569692,1
05703858,46665447,1
05703858,13450053,1
05703858,09320398,1
05703858,27103179,1
10635510,13759117,1
10635510,53745886,1
18817255,35426559,1
18817255,31518742,1
14781584,46519597,1
14781584,56009776,1
14781584,41979455,1
14781584,36612155,1
14781584,58341070,1
13302595,37131191,1
13302595,34904839,1
13302595,22455804,1
06328911,83207902,1
06328911,51354213,1
06328911,34612325,1
06328911,26720419,1
06328911,26666570,1
06328911,28298039,1
06328911,07932841,1
06328911,83342162,1
06328911,20335130,1
06328911,20702538,1
38478093,58171437,1
38478093,54490498,1
54425045,54498618,1
14145403,22380291,1
14145403,53208704,1
14145403,44951938,1
14145403,46020659,1
14145403,83859231,1
14145403,52203046,1
43785602,51098407,1
43785602,45125013,1
09021124,12417145,1
09021124,24923147,1
09021124,10387433,1
09021124,52722554,1
19552859,30846705,1
19552859,40272576,1
19552859,20917171,1
05749465,23322870,1
05749465,55569173,1
05749465,18123389,1
05749465,30944772,1
05749465,42456738,1
05749465,51496129,1
05749465,48722769,1
05749465,24197682,1
05749465,20782464,1
05749465,29118884,1
05749465,48057302,1
05749465,57288974,1
05749465,57843588,1
17094854,29982883,1
17094854,34808701,1
17094854,23528778,1
17094854,48661347,1
17094854,20547974,1
17094854,28226844,1
17094854,47538064,1
17094854,23925091,1
17094854,29329280,1
17094854,19614800,1
17094854,29329396,1
17094854,47858418,1
17094854,48667370,1
17094854,57859208,1
17094854,48661389,1
17094854,19266161,1
17094854,24902119,1
17094854,52082507,1
17094854,37014309,1
17094854,48661339,1
24197682,55569173,1
24197682,30944772,1
24197682,42456738,1
24197682,51496129,1
24197682,48722769,1
24197682,29118884,1
24197682,48057302,1
24197682,57288974,1
24197682,57843588,1
19113461,33185423,1
19113461,31570547,1
19113461,21036584,1
17864138,84191618,1
17864138,20001357,1
17864138,51123623,1
17864138,39251330,1
08178406,13966948,1
08178406,83367466,1
04994596,39701877,1
04994596,52521807,1
04994596,08210284,1
04994596,14373109,1
04994596,44246433,1
04994596,13313677,1
04994596,46268382,1
04994596,16455522,1
04994596,14625319,1
04994596,12703958,1
04994596,16499871,1
04994596,09687570,1
04994596,12703882,1
04994596,36357201,1
04994596,12497824,1
04994596,14376007,1
04994596,11158828,1
04994596,14603843,1
04994596,37567308,1
04994596,09303787,1
04994596,09110945,1
04994596,11188852,1
04994596,46084556,1
04994596,18104871,1
04994596,11339572,1
04994596,54048782,1
04994596,14484483,1
04994596,09423857,1
04994596,10243905,1
04994596,10759158,1
04994596,22928991,1
52869416,84166024,1
17058479,31785092,1
17058479,56281977,1
17058479,40413419,1
17058479,40316459,1
17058479,20473085,1
45323958,51646160,1
45323958,48645197,1
14123038,63798490,1
14123038,19331137,1
14123038,38636618,1
00768783,18665213,1
00768783,13610822,1
00768783,47799899,1
00768783,05553060,1
00768783,23501297,1
00768783,33612205,1
00768783,39647543,1
00768783,33596603,1
00768783,35764850,1
28277240,28883561,1
28277240,30592548,1
28277240,45388597,1
28277240,48025044,1
28277240,44609947,1
28277240,32984883,1
28277240,43092012,1
28277240,49135720,1
28277240,33531685,1
34761708,50024923,1
34761708,47628709,1
34761708,53324172,1
04093094,50294570,1
04093094,48641053,1
04093094,22327998,1
04093094,53713512,1
04093094,42345486,1
04093094,11167648,1
04093094,07102250,1
04093094,08770766,1
04093094,57260815,1
04093094,55154690,1
09110955,33744433,1
09110955,09148550,1
09110955,35521714,1
09110955,15358889,1
09110955,13877821,1
09110955,25129117,1
09110955,18037378,1
30394439,57692882,1
30394439,34670513,1
30394439,37552830,1
09110926,33744433,1
09110926,09148550,1
09110926,35521714,1
09110926,15358889,1
09110926,13877821,1
09110926,11188852,1
09110926,25129117,1
09110926,18037378,1
04898060,58407060,1
04898060,15761957,1
04898060,17252899,1
04898060,09559262,1
44374020,51576659,1
04952396,50102148,1
04952396,27929358,1
12497824,44246433,1
12497824,13313677,1
12497824,46084556,1
12497824,18104871,1
12497824,22928991,1
04898060,83211128,1
04898060,19069249,1
18983720,44592083,1
18983720,57372381,1
18983720,46290445,1
18983720,45012561,1
13123494,50735038,1
13123494,28128547,1
13123494,15257553,1
13123494,29180884,1
13123494,25316328,1
11060524,28799388,1
11060524,19799456,1
11060524,41349841,1
11060524,37462625,1
11060524,28018412,1
44456724,48600293,1
46286669,84154608,1
22929707,57752984,1
15011981,55224434,1
45146782,56299393,1
34612325,83207902,1
30532710,41521896,1
10856282,41955344,1
04916201,50965561,1
04916201,50037335,1
04916201,42226188,1
15671192,28151393,1
15671192,34938447,1
15671192,45146782,1
15671192,37305998,1
15671192,31007938,1
15671192,56299393,1
46423577,50124913,1
46423577,53712175,1
03501868,15011981,1
03501868,41981831,1
03501868,05960071,1
03501868,04916201,1
51527404,54414413,1
51527404,57496252,1
51527404,97519130,1
47456294,52905513,1
14773658,35912699,1
14773658,17900840,1
21490094,43163459,1
21490094,43762317,1
06105070,18268274,1
06105070,08679561,1
06105070,37366665,1
06105070,20474705,1
06105070,63830889,1
06105070,08604284,1
06105070,06307350,1
06105070,10645837,1
06105070,24103019,1
06105070,48256984,1
06105070,12307469,1
06105070,52644030,1
01287351,04990461,1
55320461,55800799,1
28470290,38006053,1
28470290,36990916,1
28470290,56747469,1
12575749,55836697,1
12575749,20772022,1
12575749,21995320,1
12575749,13466770,1
29800516,35722119,1
29800516,43780028,1
33850897,38283892,1
17112048,28074990,1
17112048,44474536,1
22044582,41365205,1
22044582,83308593,1
22044582,51507395,1
22044582,25257333,1
22044582,40967006,1
22044582,28399610,1
22044582,30797118,1
22044582,28592039,1
15652417,16631663,1
15652417,28530084,1
15652417,16631741,1
15652417,44592083,1
15652417,57372381,1
15652417,16739367,1
15652417,55127081,1
15652417,18983720,1
15652417,28551662,1
44823027,47604896,1
13518879,31417929,1
18516869,22646126,1
18516869,21338309,1
18516869,28137761,1
18516869,43712622,1
14376007,39701877,1
14376007,52521807,1
14376007,44246433,1
14376007,46268382,1
14376007,16455522,1
14376007,14625319,1
14376007,16499871,1
14376007,36357201,1
14376007,14603843,1
14376007,37567308,1
14376007,46084556,1
14376007,18104871,1
14376007,54048782,1
14376007,14484483,1
14376007,22928991,1
42411612,51870722,1
23630901,53049754,1
23630901,38145465,1
23630901,27444079,1
23630901,45383755,1
23630901,51649951,1
23630901,35516935,1
23640551,28216982,1
08966851,14402035,1
08966851,10771275,1
08966851,10774943,1
08966851,18352188,1
08966851,11832551,1
08966851,09396095,1
08966851,17489587,1
22929707,42493984,1
22929707,50288218,1
44374020,45322017,1
44374020,55738822,1
05427042,44609947,1
05427042,21171923,1
05427042,14710306,1
05427042,11909509,1
05427042,83836155,1
05427042,48638604,1
05427042,05442850,1
05427042,43291259,1
05427042,15748239,1
05427042,37372893,1
05427042,17096246,1
05427042,49925126,1
05427042,05726886,1
50124913,56915709,1
50124913,84189950,1
50124913,57547749,1
50124913,57169353,1
08698617,15257090,1
08698617,17504307,1
08698617,19834369,1
50124913,50150082,1
18406599,25450139,1
18406599,39907822,1
18406599,57157601,1
18406599,42365622,1
18406599,83650374,1
18406599,48328555,1
18406599,42430618,1
18406599,55059900,1
18406599,46719213,1
18406599,24429020,1
18406599,23472709,1
18406599,44296529,1
18406599,46167663,1
18406599,49404135,1
18406599,46719330,1
18406599,25232025,1
18406599,25292639,1
18406599,54965803,1
04535691,57262161,1
04535691,24031228,1
04535691,54032852,1
04535691,20686836,1
04535691,63887699,1
04535691,05442439,1
04535691,53516343,1
04535691,24585567,1
04535691,26329036,1
09502308,39877284,1
09502308,40501349,1
06344788,45736704,1
06344788,54332505,1
06344788,33141526,1
06344788,53722842,1
06344788,56660430,1
06344788,54885487,1
06344788,48569264,1
06344788,55775552,1
06344788,07593016,1
06344788,48463108,1
46883917,48143438,1
14092407,40856762,1
14092407,51761269,1
04748231,43543406,1
04748231,13898557,1
12089293,21051472,1
12089293,54229231,1
12089293,20548007,1
12089293,57363999,1
12089293,15465846,1
12089293,31205691,1
12089293,58246272,1
12089293,53160102,1
12089293,20474705,1
12089293,28118627,1
12089293,32267624,1
12089293,16515254,1
12089293,22993378,1
12089293,29320798,1
12089293,43011102,1
12089293,22424442,1
12089293,12429651,1
12089293,38651268,1
12089293,40695263,1
12089293,32203973,1
07759783,45439204,1
07759783,43453658,1
03190249,45955214,1
03190249,49460205,1
03190249,54898985,1
03190249,04513417,1
03190249,06148560,1
03190249,57595213,1
03190249,44618737,1
10716301,44463761,1
10716301,56964544,1
10716301,58199211,1
10716301,55537919,1
10716301,44639331,1
10716301,44075904,1
10716301,55600414,1
10716301,52966267,1
10716301,21602323,1
03012296,25274687,1
03012296,37665307,1
03012296,31632502,1
03012296,50288425,1
03012296,55991912,1
03012296,50738091,1
04896890,31695815,1
04896890,44409452,1
12852303,13441262,1
12852303,15087218,1
12852303,12852383,1
44246433,54681456,1
16499871,50560053,1
16499871,34275725,1
16499871,48905225,1
16499871,50473993,1
31997431,46321970,1
31997431,33171769,1
31997431,37561095,1
45807994,55037698,1
45807994,46005113,1
45807994,52191322,1
16455543,40283599,1
16455543,32675879,1
16455543,42528665,1
02908166,04096305,1
02908166,57730109,1
02908166,25239734,1
51099211,56022035,1
51099211,55197433,1
51099211,54855999,1
45029722,57705545,1
54778102,83352807,1
56009776,58341070,1
44175488,45907772,1
44175488,56185070,1
44165332,50687033,1
44165332,47371485,1
22552787,45690390,1
14175118,20127020,1
14175118,46502075,1
14175118,27112886,1
14175118,34261920,1
14175118,38393760,1
14175118,53981615,1
14175118,42169716,1
14175118,28088981,1
14175118,30480786,1
14175118,45342072,1
14175118,34639815,1
22356072,52722554,1
22356072,46814523,1
24069458,56212443,1
24069458,57058769,1
46262578,55190812,1
46262578,53999238,1
39647543,47799899,1
06148560,44618737,1
06148560,07506385,1
06148560,54574337,1
39343054,45746520,1
39343054,49475654,1
35781981,38478097,1
46342685,83764449,1
18316790,55391330,1
18316790,31157457,1
18316790,83874859,1
46626596,52833680,1
46626596,83367771,1
46626596,83303776,1
19113461,38628049,1
01655321,25010370,1
01655321,09032170,1
01655321,21816179,1
01655321,09589716,1
01655321,08668308,1
01655321,09110926,1
01655321,39466075,1
01655321,50256091,1
01655321,09110955,1
00500837,18954714,1
00500837,63810774,1
00500837,55016194,1
00500837,36171778,1
00500837,20614990,1
00500837,26885456,1
00500837,57247625,1
42590211,47456294,1
42590211,52905513,1
41164622,55532481,1
01448734,07995123,1
01448734,11605690,1
01448734,04952396,1
31860440,49820503,1
31860440,49046490,1
31860440,40600676,1
31860440,52194725,1
31860440,53269040,1
07828497,53049754,1
07828497,38145465,1
07828497,27444079,1
07828497,23630901,1
07828497,45383755,1
07828497,15570465,1
07828497,14312095,1
07828497,51649951,1
07828497,35516935,1
15546463,27482302,1
15546463,35518033,1
15546463,23792780,1
15546463,58171437,1
15546463,38478093,1
15546463,34580317,1
15546463,31613883,1
15546463,22546522,1
15546463,54490498,1
15546463,30481449,1
15546463,24531971,1
04959897,18817255,1
04959897,47023787,1
08187836,30668020,1
29301770,29639407,1
29301770,42489131,1
29301770,56701497,1
29301770,29488846,1
29301770,35411970,1
03907064,33915999,1
29088965,43928404,1
29088965,45704669,1
05389267,22902912,1
05389267,28932396,1
05389267,35656907,1
05389267,46532733,1
05389267,50349654,1
05389267,49827342,1
05389267,17007450,1
05389267,24242352,1
05389267,45942415,1
48578722,50565465,1
48578722,53566131,1
14142921,33915999,1
11158828,52521807,1
11158828,18104871,1
11158828,54048782,1
11158828,22928991,1
00877374,44812807,1
00877374,38161993,1
00877374,51762528,1
00877374,11230002,1
11060524,83759910,1
11060524,34682252,1
11060524,49400762,1
11060524,54652073,1
11060524,18441952,1
08438379,43691330,1
08438379,36566244,1
04898060,30935087,1
12620846,54478206,1
17096222,45822306,1
18087152,27568493,1
18087152,45589185,1
18087152,24957918,1
18087152,22247153,1
09650153,13266769,1
09650153,15087218,1
09650153,11050213,1
09650153,11323475,1
09650153,29101154,1
09650153,13441262,1
09650153,10826737,1
09650153,41857347,1
09650153,46862781,1
09650153,12852383,1
21995320,50864376,1
21995320,54376633,1
11300826,21051472,1
11300826,54229231,1
11300826,20548007,1
11300826,57363999,1
11300826,15465846,1
11300826,31205691,1
11300826,12089293,1
11300826,58246272,1
11300826,53160102,1
11300826,20474705,1
11300826,32267624,1
11300826,22993378,1
11300826,29320798,1
11300826,43011102,1
11300826,12429651,1
11300826,40695263,1
11300826,32203973,1
12504222,46814523,1
12504222,46012078,1
12504222,17268420,1
12504222,55527165,1
04898060,34988408,1
30935087,83211128,1
40660563,47603726,1
36093790,50568409,1
04513417,45955214,1
04513417,49460205,1
04513417,54898985,1
04513417,06148560,1
04513417,57595213,1
08762127,83838839,1
08762127,17872860,1
08762127,50266478,1
08762127,12963640,1
08762127,27854205,1
14177791,21892130,1
14177791,19112682,1
14177791,56425905,1
14177791,26253928,1
14177791,55305952,1
14177791,48546635,1
14177791,34834598,1
14177791,18256841,1
06048986,13581346,1
06048986,45388597,1
06048986,31249508,1
06048986,38347237,1
44017269,45188649,1
05506822,16631663,1
05506822,09317458,1
05506822,28530084,1
05506822,08776680,1
05506822,10716210,1
05506822,16631741,1
05506822,11438135,1
05506822,15652417,1
05506822,44592083,1
05506822,57372381,1
05506822,16739367,1
05506822,11358828,1
05506822,55127081,1
05506822,06106987,1
05506822,18983720,1
05506822,28551662,1
05506822,15006343,1
08783767,50296978,1
08783767,33612205,1
08783767,43347791,1
08783767,33596603,1
08783767,26833835,1
08783767,09397802,1
08783767,19113461,1
08783767,15035294,1
01527095,30846705,1
01527095,11271879,1
01527095,40272576,1
01527095,19552859,1
01527095,12312802,1
01527095,04787784,1
01527095,20917171,1
15522348,55335287,1
15522348,57447230,1
15522348,52904599,1
15522348,51576885,1
15522348,54337634,1
15522348,57901144,1
15522348,57271936,1
15522348,48514425,1
15522348,37894564,1
15522348,42165186,1
15522348,19667707,1
15522348,48534725,1
15522348,57412589,1
15522348,44623180,1
15522348,57256870,1
15522348,55838925,1
43011102,58246272,1
43011102,54229231,1
43011102,57363999,1
40777482,49747088,1
40777482,41507783,1
04969879,29722140,1
52610053,57288974,1
04895728,08668308,1
04895728,09110955,1
04895728,09110926,1
04895728,09032170,1
27036725,57157601,1
27036725,41719884,1
27036725,39907822,1
27036725,49404135,1
21279131,57951217,1
21279131,39491373,1
21279131,47376279,1
21279131,42042237,1
21279131,83776310,1
21279131,34845752,1
51768121,63807010,1
51768121,57832184,1
51768121,63804116,1
51768121,83580423,1
51768121,83733212,1
51768121,52805783,1
06011816,39538797,1
06105070,47390859,1
06105070,45695054,1
06105070,27913379,1
06105070,44280448,1
06105070,40116767,1
06105070,52823954,1
47262312,48303623,1
47262312,54931730,1
17252899,58407060,1
14727495,27141093,1
14727495,55177767,1
14727495,57166504,1
14727495,42891238,1
05024200,51870722,1
05024200,42411612,1
17474408,46166002,1
17474408,22777157,1
04722112,55565994,1
04722112,31369178,1
17489587,30534814,1
17489587,20735238,1
17489587,30874272,1
17489587,52202571,1
17489587,21062604,1
17489587,49356704,1
17489587,52262984,1
33075616,83589358,1
33075616,48042327,1
30746245,44273325,1
30746245,32131693,1
30746245,42569191,1
30746245,48925720,1
30746245,45519286,1
30746245,49915450,1
13502124,17214358,1
13502124,63879381,1
08179168,18087152,1
08179168,14789206,1
15255821,21144580,1
38006053,58278942,1
38006053,50119108,1
45388597,52191322,1
55838925,57271936,1
55838925,57412589,1
55838925,57256870,1
55838925,57447230,1
55838925,57901144,1
55838925,57274451,1
48645197,51646160,1
15011981,34333640,1
15011981,25257333,1
15011981,29433012,1
30143000,44901620,1
30143000,33614381,1
18824674,55309208,1
04584866,36478695,1
04584866,45808143,1
04584866,29478544,1
28987039,51099211,1
28987039,56022035,1
28987039,55197433,1
28987039,46514195,1
28987039,54855999,1
24837538,63841076,1
24837538,51714217,1
13332524,52725302,1
13332524,23177869,1
13332524,23167053,1
13332524,54972801,1
13332524,58419253,1
13332524,37408057,1
13332524,18243450,1
13332524,52715767,1
13332524,45907772,1
